ID,name,screen_name,followers_count,friends_count,listed_count,statuses_count,verified,created_at,description,class
5402612,BBC Breaking News ,BBCBreaking ,45042254,3,136231,36710,True ,Sun Apr 22 14:42:37 +0000 2007 ,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport. ",normal
1134552730146499968,Fall Guys ðŸ‘‘ ,FallGuysGame ,1278734,116,606,2524,True ,Fri May 31 20:10:24 +0000 2019 ,Very spicy tweets ðŸŒ¶ï¸ Out now on Steam & PS4 ðŸ‘ Developed by @Mediatonic & published by @DevolverDigital ðŸ‘Œ Steam ðŸ‘‰ https://t.co/MYiflRFRMQ Discord ðŸ‘‰ https://t.co/k9MDivMC9A ,normal
1141136372,Jesper Parnevik ,JesperParnevik ,35828,6930,216,6244,True ,Sat Feb 02 00:59:23 +0000 2013 ,"Player on the PGA Tour. Proud member of the Cobra,Puma family.4 great kids and married to my great wife Mia. We also have our own TV show called #Parneviks ",normal
14108472,Giuseppe Civati ,civati ,371354,6136,1815,49137,True ,Sun Mar 09 17:43:40 +0000 2008 , ,normal
783214,Twitter ,Twitter ,58285236,1,86976,13751,True ,Tue Feb 20 14:35:54 +0000 2007 ,#BlackLivesMatter #BlackTransLivesMatter ,normal
169686021,ye ,kanyewest ,30839878,259,44289,1420,True ,Thu Jul 22 23:00:05 +0000 2010 , ,normal
30180137,Tommy Hilfiger ,TommyHilfiger ,1582775,1571,3373,12348,True ,Fri Apr 10 07:14:15 +0000 2009 ,Welcome to the world of #TommyHilfiger! Your official source for Tommy Hilfiger style & news from around the globe! ,normal
58579942,Matt Gaetz ,mattgaetz ,637388,2631,2138,13423,True ,Mon Jul 20 20:24:48 +0000 2009 ,Florida man proudly serving the First District in Congress. â€œHeâ€™s a machine...handsome and going placesâ€ says @realDonaldTrump #OpenGaetz ,normal
1447949844,Amit Shah ,AmitShah ,22458623,295,3487,11517,True ,Wed May 22 04:43:54 +0000 2013 ,"Union Home Minister, Government of India | MP, Gandhinagar Lok Sabha. https://t.co/wnVMGkGMyT ",normal
812362585332912000,PattyB ,patboydakamimi ,22176,23477,8,2479,False ,Fri Dec 23 18:21:48 +0000 2016 ,"life's a beach.......when you live on the coastðŸŒ´ #Saltlife #EternalOptimist #newsjunkie #MAGA#NRA#Build the Wall#God Fearing, Blessed every dayðŸ‡ºðŸ‡¸ ",buzzer
2353605901,Ronna McDaniel ,GOPChairwoman ,757453,2584,2748,15453,True ,Thu Feb 20 18:05:28 +0000 2014 ,"@GOP Chairwoman | Wife, mother of two ",normal
22703645,Tucker Carlson ,TuckerCarlson ,3810939,96,10945,4006,True ,Wed Mar 04 00:03:12 +0000 2009 ,"Host of ""Tucker Carlson Tonight"", weeknights at 8 PM ET @FoxNews. My #1 NYT best selling book #ShipOfFools is out now! Re-tweets are emphatic endorsements. ",normal
36196023,Jamill Rashid ,JamillRashid ,629,588,16,7337,False ,Tue Apr 28 21:57:59 +0000 2009 ,"Independent Writer/Recording Artist. For booking, email bullyrashid@gmail.com ",normal
2421067430,Tea Pain ,TeaPainUSA ,647651,125485,2892,92667,False ,Mon Mar 31 21:05:45 +0000 2014 ,"Democracy Savage - Born Thomas Elmer Addison Pain - July 4th, 1976 ",normal
84078498,Don Jediondo ,DonJediondo ,634056,18608,942,48198,True ,Wed Oct 21 13:17:37 +0000 2009 ,Esta es mi cuenta oficial sumercÃ© de SutamarchÃ¡n para mundo BogotÃ¡ - ColombiaðŸ‡¨ðŸ‡´ contrataciones: +57 3114911522 eventos@donjediondo.com Instagram: @donjediondo ,normal
23527603,Charley Radcliff ,Cradcliff ,46,148,0,199,False ,Tue Mar 10 00:05:01 +0000 2009 ,"ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸Proud American, Proud Trump Supporter,#MAGAðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸ ",buzzer
2293315159,The Obama Foundation ,ObamaFoundation ,1030736,89,3145,2007,True ,Wed Jan 15 20:02:36 +0000 2014 ,"Our mission is to inspire people to take action, empower them to change their world for the better, and connect them so they can achieve more together. ",normal
237824268,Taliah89 ,itzjust_tee ,251,418,3,9813,False ,Thu Jan 13 18:31:24 +0000 2011 ,"Abrasive, filter problem, mad love though ",buzzer
1150826920394780032,TP ,TP49873923 ,2,235,0,25,False ,Mon Jul 15 17:58:13 +0000 2019 ,God is good ,buzzer
19570960,Donald J. Trump ........................... áµ–áµƒÊ³áµ’áµˆÊ¸ ,realDonaldTrFan ,335003,252748,847,2073,False ,Tue Jan 27 01:35:26 +0000 2009 ,45th Parody of the United States of America ðŸ‡ºðŸ‡¸. Donâ€™t forget to turn on notifications. You can help support by going to https://t.co/piAbzVx1zj ,normal
78523300,James Woods ,RealJamesWoods ,2540025,5170,8896,32773,True ,Wed Sep 30 05:31:28 +0000 2009 ,This is the ONLY verified Twitter account for James Woods. ALL others are fake. I am on NO other social media (except a private Instagram). Theyâ€™re ALL fake. ,normal
345811633,Stumbler Top ,StumblerTop ,4964785,41,6826,69070,False ,Sun Jul 31 06:22:39 +0000 2011 ,Discover Amazing Videos. Never Be Bored. ,buzzer
1279851861370070016,Harold ,Harold54059315 ,3,18,0,17,False ,Sun Jul 05 18:57:31 +0000 2020 , ,buzzer
941304403054727040,alvaro ðŸ¥‹ ,alvxaro ,1730436,4856,121,15709,True ,Thu Dec 14 13:50:33 +0000 2017 ,keep swimming ðŸ  ðŸ“© alvxaros@gmail.com ,normal
246500501,Geraldo Rivera ,GeraldoRivera ,369666,929,2240,12613,True ,Wed Feb 02 22:17:56 +0000 2011 ,"loving husband and dad, loyal friend, fierce enemy, patriot, kick ass reporter, proud JewRican ",normal
247653244,Mufti Menk ,muftimenk ,6510640,1,2397,10396,True ,Sat Feb 05 07:57:28 +0000 2011 ,Zimbabwe ,normal
1111940934,David Plouffe ,davidplouffe ,265523,840,2872,813,True ,Tue Jan 22 16:17:54 +0000 2013 ,"Campaign Manager and White House Senior Adviser for Barack Obama. Campaign HQ podcast. ""A Citizen's Guide to Defeating Donald Trump"" out March 3, 2020. ",normal
21536398,Gregg Jarrett ,GreggJarrett ,729330,111,1913,1723,True ,Sun Feb 22 01:59:05 +0000 2009 ,"Legal and political analyst for Fox News Channel. Author of THE RUSSIA HOAX and WITCH HUNT, available now: https://t.co/ubSNZAlnqV. ",normal
54885400,U.S. Navy ,USNavy ,1449544,1205,7463,30019,True ,Wed Jul 08 12:51:11 +0000 2009 ,"Official Twitter account of the #USNavy. (Following, RTs and links â‰  endorsement) ",normal
91478624,Forbes ,Forbes ,16177929,5253,56946,250864,True ,Sat Nov 21 02:09:57 +0000 2009 ,"Official Twitter account of Forbes, the worldâ€™s leading voice for entrepreneurial success and free enterprise. ",normal
255388236,The Weeknd ,theweeknd ,12863312,1,7417,3647,True ,Mon Feb 21 07:45:45 +0000 2011 ,https://t.co/OP85ArZoMZ ,normal
16303106,Stephen Colbert ,StephenAtHome ,18903185,44,65362,6532,True ,Mon Sep 15 22:31:44 +0000 2008 ,the guy on CBS ,normal
3171712086,Rahul Gandhi ,RahulGandhi ,15762008,267,3056,4866,True ,Sat Apr 25 06:39:15 +0000 2015 ,This is the official account of Rahul Gandhi | Member of the Indian National Congress| Member of Parliament ,normal
1276374102,"Marina Rose, QDNAÂ® ",MarinaRoseQDNA ,67059,24126,142,1198,False ,Mon Mar 18 00:40:53 +0000 2013 ,"Founder, QDNAÂ® Quantum DNA AccelerationÂ®, a revolutionary new technique for quantum growth in health, life & business|Writer-Huff Post, Thrive Global, CNBC ",normal
197881715,Nnamdi Chikezie ,NnamGotJokes ,314,381,3,5254,False ,Sat Oct 02 18:34:01 +0000 2010 ,Comedian/Actor and MC! Can u dig it? Im Talent in its purest form! L.O.E THATS THAT LOVE.OVER.EVERYTHING ,buzzer
3268042182,Kreid ,kreidible ,201,1052,0,714,False ,Sat Jul 04 13:01:15 +0000 2015 ,"Atheist and humanist. Bad things happen to good people, good things happen to bad people. ",buzzer
22203756,Mike Pence ,Mike_Pence ,5063337,44,9781,10768,True ,Fri Feb 27 23:04:51 +0000 2009 ,Vice President of the United States ,normal
1539495661,NUMBER ONE NIGERIAN CITIZEN ,IsaacBoluex ,338,90,2,2064,False ,Sat Jun 22 20:42:43 +0000 2013 ,FREELANCE HUSTLER | FASHION DESIGNER | CEO KESHYBAMS CLOTHINGS | DRUMMER | PROUDLY IDOMA.  Na only Ashawo Dey make money for bed!!! ,buzzer
2965511647,YS Jagan Mohan Reddy ,ysjagan ,1760514,10,342,693,True ,Thu Jan 08 08:26:55 +0000 2015 ,"Chief Minister, Andhra Pradesh ",normal
23765365,BBC News á€™á€¼á€”á€ºá€™á€¬ ,bbcburmese ,91691,8,126,33893,True ,Wed Mar 11 13:54:30 +0000 2009 ,"BBC Burmese.  If you can't see this page, please try a different browser, and check that you have the correct font installed (see our website). ",normal
1292827583416069888,rama ,rama90216468 ,0,18,0,2,False ,Mon Aug 10 14:19:47 +0000 2020 ,happy ,buzzer
299456906,USAFmedicVET ,USAFmedicVET ,2452,2792,67,14962,False ,Mon May 16 03:40:12 +0000 2011 ,#USAF Medic/#FemaleVet â€¢Environ/NuclearEngineerâ˜¢  â€¢#GODâœï¸â€¢Personal Responsibilityâ€¢DefenseðŸ‡ºðŸ‡¸â€¢Govt Out Our Lifeâ€¢#2Aâ€¢Living LIFE with #RSD/#CRPS in #CHARLESTONðŸŒ‰ ,normal
375721095,Breaking911 ,Breaking911 ,789835,0,5025,214,False ,Sun Sep 18 16:36:06 +0000 2011 ,"Breaking News, Trending Stories & Everything The Mainstream Media Wonâ€™t Report | Turn on notifications & visit https://t.co/RWBI1f2gDw to stay updated ",normal
30354991,Kamala Harris ,KamalaHarris ,5353835,736,15244,14378,True ,Sat Apr 11 00:42:07 +0000 2009 ,"U.S. Senator and Democratic candidate for Vice President of the United States. Wife, Momala, Auntie. Fighting for the people. She/her. ",normal
1214658897325280000,William Crozer ,WilliamCrozer45 ,1016,180,11,2331,True ,Tue Jan 07 21:23:53 +0000 2020 ,Special Assistant to @POTUS and @WhiteHouse Deputy Director of Intergovernmental Affairs | Tweets may be archived: https://t.co/eVVzoBb3Zr ,buzzer
170861207,Kat Timpf ,KatTimpf ,475853,560,2031,35927,True ,Sun Jul 25 23:45:18 +0000 2010 ,doing my best ,normal
1115977467951500032,Camilla Faccini ,camilla_faccini ,4,63,0,2,False ,Wed Apr 10 13:58:56 +0000 2019 , ,buzzer
1945909922,Caroline Ross ,carolineross23 ,152,292,8,528,False ,Tue Oct 08 04:49:26 +0000 2013 ,âœˆï¸ IG: caroline_ross ,buzzer
1297520167967239936,Michael Rabbai ,RabbaiMichael ,55,327,0,143,False ,Sun Aug 23 13:05:02 +0000 2020 ,"Biafra is my Religion, on Radio Biafra is where I worship Elohim and I make no apologies for that ",buzzer
50115087,Johnson Space Center ,NASA_Johnson ,1251765,151,8995,13673,True ,Tue Jun 23 21:54:57 +0000 2009 ,"NASA's JSC is the lead center for the International Space Station and the Orion spacecraft, and the home of the Mission Control Center and NASA astronaut corps. ",normal
127117223,Jesus ,YuriMarcal ,401527,274,150,3875,True ,Sun Mar 28 03:27:33 +0000 2010 ,o rei da cena ,normal
462822954,Johnnie Smith ,JohnnieSmithX ,8,155,0,12,False ,Fri Jan 13 11:58:28 +0000 2012 ,"You know something, amigo? I think I just spotted a chink in your armor. When you go down, it's gonna be over a skirt. :( ",buzzer
3995778614,Kambree ,KamVTV ,353568,1996,503,84042,True ,Fri Oct 23 22:32:20 +0000 2015 ,Kambree Kawahine Koa âœ¨ Recovering California Refugee âœ¨Political Radio News Contributor ,normal
1960613304,Gary Medel ,MedelPitbull ,1717661,104,1300,485,True ,Mon Oct 14 13:04:41 +0000 2013 ,Jugador del @BfcOfficialPage y de @LaRoja. Hincha Cruzado toda la vida!!!. ,normal
27860702,US AFRICOM ,USAfricaCommand ,107028,1202,1544,10718,True ,Tue Mar 31 12:38:54 +0000 2009 ,U.S. Africa Command is responsible for military relations with nations & regional organizations in Africa. Follows/retweets â‰  endorsement. ,normal
1295157751841280000,Pretty Pony ,PrettyPony20 ,0,13,0,6,False ,Mon Aug 17 00:38:53 +0000 2020 ,"Retired from Riding the Forests, North ,South, East & S.West. And retired from working my butt off! ",buzzer
1287626469712120064,Mahendra Vaghela ,Mahendr43681266 ,1,613,0,2,False ,Mon Jul 27 05:50:59 +0000 2020 ,MðŸ’‘S                                                         I'm Big fan M S Dhoni ,buzzer
306642753,Banglanews24.com ,banglanews24com ,594565,1936,258,269548,True ,Sat May 28 06:55:15 +0000 2011 ,"http://t.co/WJywg88d84, a new-generation multimedia news portal from Bangladesh, disseminates round-the-clock news in Bangla & English. ",buzzer
3138637447,Allu Arjun ,alluarjun ,5052434,1,543,611,True ,Sat Apr 04 07:14:01 +0000 2015 ,â“ˆâ“žâ“¤â“£â“— â’¾â“â““â“˜â“â“ â’¶â“’â“£â“žâ“¡ ,normal
1032805565796310016,Wolf ,WolfW85233177 ,36,321,0,29,False ,Fri Aug 24 01:43:30 +0000 2018 ,Horse Racing Holidays Politics Travel General News ,buzzer
870825202678157056,TuÃª ðŸŒ ,matue30 ,626495,97,39,1475,True ,Sat Jun 03 02:11:22 +0000 2017 ,@30PRAUM ,normal
56774483,SkrillaDaKillaDingo ,Skrilla98 ,127,264,0,2165,False ,Tue Jul 14 18:34:51 +0000 2009 ,"#teamvaginatarian #teammagnumsonly YES THIS MEANS ALL I EAT IS PUSSY, and I GOT THAT L-O DICK ",buzzer
18560271,Josh Kaplan ,joshkaplan71 ,580,708,38,540,False ,Fri Jan 02 19:36:35 +0000 2009 ,....foodmusicmovieswinefood.... ,normal
428377986,OFFSET ,OffsetYRN ,3078442,394,977,17109,True ,Sun Dec 04 17:53:24 +0000 2011 ,OFFSET 1/3 OF @MIGOS ARTIST I FREESTYLE ALL MY SHIT ,normal
106448460,White House History ,WhiteHouseHstry ,148189,1122,999,12932,True ,Tue Jan 19 16:00:48 +0000 2010 ,"The White House Historical Association commemorates President John F. Kennedy with the Official 2020 White House Christmas Ornament, now available for purchase. ",normal
205392468,Face The Nation ,FaceTheNation ,496310,1396,2441,33911,True ,Wed Oct 20 19:37:47 +0000 2010 ,"Moderated by @margbrennan of @CBSNews, we are America's premier public affairs program |  ðŸ“¸ IG: @facethenation ",normal
843514885644270976,(SDV) Descontos & Cupons - Olha os tweets â ,20ReaisGratis ,598,3639,1,197,False ,Sun Mar 19 17:29:55 +0000 2017 ,"Quer ganhar descontos em restaurantes, lojas, livros e muito mais? Ã‰ sÃ³ seguir!ðŸ’« ",buzzer
24578794,Anthony Scaramucci ,Scaramucci ,891029,1836,3773,25686,True ,Sun Mar 15 20:20:03 +0000 2009 ,American entrepreneur. Founder @SkyBridge and @SALTConference. ,normal
39349894,Eric Trump ,EricTrump ,3971621,972,7447,6478,True ,Mon May 11 21:42:30 +0000 2009 ,Executive Vice President of The @Trump Organization. Husband to @LaraLeaTrump. Large advocate of @StJude Children's Hospital @TrumpWinery #MakeAmericaGreatAgain ,normal
48223726,Trump Chicago ,TrumpChicago ,122966,3465,860,7687,True ,Thu Jun 18 03:07:26 +0000 2009 ,Designed to be breathtaking. #NeverSettle ,normal
56321478,Robin Keel ,RobinMKeel ,493,675,1,2959,False ,Mon Jul 13 08:17:33 +0000 2009 ,"I am a mom of 3, gammie of 2, AMERICAN i love my family and my country and my GOD!! #MAGA  #SAVETHECHILDREN #WWG1WGA #TAKEAMERICABACK KentuckyBlueGirl on Parler ",buzzer
